Train No,Name,Type,Zone,Date From,Date To,From,Dep,To,Arr,Duration,Halts,SU,M,TU,W,TH,F,SA,Class,Distance,Speed,Return
19452,Gandhidham - Bandra(...,Exp,WR,,,GIMB,06:30,BDTS,22:25,15h 55m,13,,,,,T,,,SL 3A 2A,860 km,54 km/hr,19451
19453,Gandhidham - Puri We...,Exp,WR,,,GIMB,20:20,PURI,19:55,47h 35m,36,,,,W,,,,SL 3A 2A,2436 km,51 km/hr,19454
19454,Puri - Gandhidham We...,Exp,WR,,,PURI,09:05,GIMB,06:55,45h 50m,36,,,,,,,S,SL 3A 2A,2436 km,53 km/hr,19453
19565,Uttaranchal Express,Exp,WR,,,OKHA,07:45,DDN,19:40,35h 55m,31,,,,,,F,,SL 2A,1671 km,46 km/hr,19566
19566,Uttranchal Express,Exp,WR,,,DDN,05:50,OKHA,16:15,34h 25m,31,S,,,,,,,SL 2A,1671 km,48 km/hr,19565
19567,Tuticorin - Okha Viv...,Exp,WR,,,TN,22:55,OKHA,01:35,50h 40m,39,S,,,,,,,SL 3A 2A,2715 km,53 km/hr,19568
19568,Okha - Tuticorin Viv...,Exp,WR,,,OKHA,23:55,TN,06:45,54h 50m,39,,,,,T,,,SL 3A 2A,2715 km,49 km/hr,19567
19569,Okha Varanasi Expres...,Exp,WR,,,OKHA,13:45,BSB,05:30,39h 45m,21,,,,,T,,,SL 3A 2A,2041 km,51 km/hr,19570
19570,Varanasi Okha Weekly...,Exp,WR,,,BSB,21:55,OKHA,09:10,35h 15m,21,,,,,,,S,SL 3A 2A,2041 km,57 km/hr,19569
19571,Rajkot-Porbandar Exp...,Exp,WR,,,RJT,07:05,PBR,12:00,4h 55m,12,S,M,T,W,T,F,S,,202 km,41 km/hr,19572
19572,Porbandar-Rajkot Exp...,Exp,WR,,,PBR,14:30,RJT,18:45,4h 15m,12,S,M,T,W,T,F,S,,202 km,47 km/hr,19571
19573,Okha Jaipur Weekly E...,Exp,WR,,,OKHA,19:20,JP,15:15,19h 55m,18,,M,,,,,,SL 3A 2A,1056 km,53 km/hr,19574
19574,Jaipur-Okha Weekly E...,Exp,WR,,,JP,16:40,OKHA,13:45,21h 5m,18,,,T,,,,,SL 3A 2A,1056 km,50 km/hr,19573
19575,Okha - Nathdwara Exp...,Exp,WR,,,OKHA,07:15,NDT,05:50,22h 35m,17,,,,,,,S,SL 3A 2A,1134 km,50 km/hr,19576
19576,Nathdwara - Okha Exp...,Exp,WR,,,NDT,21:40,OKHA,21:10,23h 30m,18,S,,,,,,,SL 3A 2A,1134 km,48 km/hr,19575
19577,Tirunelveli-Hapa Ex...,Exp,WR,,,TEN,07:55,HAPA,04:55,45h 0m,26,,M,T,,,,,SL 3A 2A,2429 km,53 km/hr,19578
19578,Hapa - Tirunelveli ...,Exp,WR,,,HAPA,21:20,TEN,22:20,49h 0m,26,,,,,,F,S,SL 3A 2A,2429 km,49 km/hr,19577
19579,Rajkot - Delhi Sarai...,Exp,WR,,,RJT,12:15,DEE,10:15,22h 0m,22,,,,,T,,,SL 3A 2A,1109 km,50 km/hr,19580
19580,Delhi Sarai Rohilla ...,Exp,WR,,,DEE,13:10,RJT,10:50,21h 40m,22,,,,,,F,,SL 3A 2A,1109 km,51 km/hr,19579
19601,Udaipur - New Jalpai...,Exp,NWR,,,UDZ,00:20,NJP,18:35,42h 15m,27,,,,,,,S,SL 3A 2A,2239 km,52 km/hr,19602
19602,New Jalpaiguri-Udaip...,Exp,NWR,,,NJP,08:15,UDZ,04:05,43h 50m,27,,M,,,,,,SL 3A 2A,2239 km,51 km/hr,19601
19607,Kolkata Ajmer Expres...,Exp,NWR,,,KOAA,11:25,AII,05:30,42h 5m,25,,,,,T,,,SL 3A 2A,1996 km,47 km/hr,19608
19608,Ajmer-Kolkata Expres...,Exp,NWR,,,AII,19:25,KOAA,17:00,45h 35m,25,,M,,,,,,SL 3A 2A,1996 km,43 km/hr,19607
19609,Ajmer - Haridwar Exp...,Exp,NWR,,,AII,19:50,HW,10:25,14h 35m,15,,M,,,T,,S,SL 3A 2A,674 km,46 km/hr,19610
19610,Haridwar - Ajmer Exp...,Exp,NWR,,,HW,19:50,AII,09:40,13h 50m,15,S,,T,,,F,,SL 3A 2A,674 km,48 km/hr,19609
19611,Ajmer - Amritsar Exp...,Exp,NWR,,,AII,17:55,ASR,14:45,20h 50m,29,,,,,T,,S,SL 3A 2A,1008 km,48 km/hr,19612
19612,Amritsar - Ajmer Exp...,Exp,NWR,,,ASR,14:30,AII,10:00,19h 30m,29,,,T,,T,,,SL 3A 2A,1008 km,51 km/hr,19611
19613,Ajmer - Amritsar Exp...,Exp,NWR,,,AII,17:55,ASR,10:45,16h 50m,24,,M,,W,,,,SL 3A 2A,850 km,50 km/hr,19614
19614,Amritsar - Ajmer Exp...,Exp,NWR,,,ASR,17:50,AII,10:00,16h 10m,24,S,,,,,F,,SL 3A 2A,850 km,52 km/hr,19613
19653,Ratlam-Ajmer Express,Exp,NWR,,,RTM,06:40,AII,13:50,7h 10m,18,S,M,T,W,T,F,S,SL 3A,375 km,52 km/hr,19654
19654,Ajmer-Ratlam Express,Exp,NWR,,,AII,13:00,RTM,20:55,7h 55m,18,S,M,T,W,T,F,S,SL 3A,375 km,47 km/hr,19653
19659,Shalimar - Udaipur C...,Exp,NWR,,,SHM,20:22,UDZ,08:55,36h 33m,22,S,,,,,,,SL 3A 2A,1881 km,51 km/hr,19660
19660,Udaipur City - Shali...,Exp,NWR,,,UDZ,20:00,SHM,09:55,37h 55m,21,,,,,,F,,SL 3A 2A,1881 km,49 km/hr,19659
19665,Khajuraho - Udaipur ...,Exp,NWR,,,KURJ,09:10,UDZ,06:45,21h 35m,28,S,M,T,W,T,F,S,SL 3A 2A 1A,1092 km,50 km/hr,19666
19666,Udaipur City- Khajur...,Exp,NWR,,,UDZ,22:20,KURJ,19:50,21h 30m,28,S,M,T,W,T,F,S,SL 3A 2A 1A,1092 km,50 km/hr,19665
19707,Aravali Express (PT),Exp,NWR,,,BDTS,21:00,JP,18:55,21h 55m,37,S,M,T,W,T,F,S,SL 3A 2A,1107 km,50 km/hr,19708
19708,Aravali Express (PT),Exp,NWR,,,JP,08:45,BDTS,06:35,21h 50m,37,S,M,T,W,T,F,S,SL 3A 2A,1107 km,50 km/hr,19707
19709,Jaipur-Kamakhya Kavi...,Exp,NWR,,,JP,23:30,KYQ,22:55,47h 25m,35,,M,,,,,,SL 3A 2A,2182 km,46 km/hr,19710
19710,Kamakhya-Jaipur Kavi...,Exp,NWR,,,KYQ,18:45,JP,18:10,47h 25m,35,,,,,T,,,SL 3A 2A,2182 km,46 km/hr,19709
19711,Jaipur-Bhopal Expres...,Exp,NWR,,,JP,18:10,BPL,11:25,17h 15m,32,S,M,T,W,T,F,S,2S SL 3A 2A,793 km,45 km/hr,19712
19712,Bhopal - Jaipur Expr...,Exp,NWR,,,BPL,16:50,JP,09:25,16h 35m,32,S,M,T,W,T,F,S,2S SL 3A 2A,793 km,47 km/hr,19711
19713,Jaipur - Secunderaba...,Exp,NWR,,,JP,21:05,SC,07:30,34h 25m,29,,,,,,,S,SL 3A 2A 1A,1737 km,50 km/hr,19714
19714,Secunderabad - Jaipu...,Exp,NWR,,,SC,21:20,JP,06:15,32h 55m,29,,M,,,,,,SL 3A 2A 1A,1737 km,52 km/hr,19713
19715,Jaipur - Lucknow Jn....,Exp,NWR,,,JP,21:00,LJN,10:25,13h 25m,15,S,,T,,,F,,SL 3A 2A,673 km,50 km/hr,19716
19716,Lucknow Jn. - Jaipur...,Exp,NWR,,,LJN,12:10,JP,01:45,13h 35m,15,,M,,W,,,S,SL 3A 2A,673 km,49 km/hr,19715
19717,Jaipur - Chandigarh ...,Exp,NWR,,,JP,16:40,CDG,04:55,12h 15m,14,S,M,T,W,T,F,S,SL 3A 2A,571 km,46 km/hr,19718
19718,Chandigarh - Jaipur ...,Exp,NWR,,,CDG,12:45,JP,00:50,12h 5m,14,S,M,T,W,T,F,S,SL 3A 2A,571 km,47 km/hr,19717
19735,Jaipur - Sikar MG In...,Exp,NWR,,,JP,13:30,SIKR,16:15,2h 45m,9,S,M,T,W,T,F,S,,107 km,39 km/hr,19736
19736,Sikar-Jaipur MG Inte...,Exp,NWR,,,SIKR,10:30,JP,13:15,2h 45m,9,S,M,T,W,T,F,S,,107 km,39 km/hr,19735
19801,Kota - Indore Interc...,Exp,WCR,,,KOTA,06:30,INDB,14:15,7h 45m,12,S,M,T,W,T,F,S,2S CC,433 km,55 km/hr,19802
19802,Indore-Kota InterCit...,Exp,WCR,,,INDB,14:45,KOTA,23:25,8h 40m,12,S,M,T,W,T,F,S,2S CC,433 km,49 km/hr,19801
19803,Kota - Katra Weekly ...,Exp,WCR,,,KOTA,14:30,SVDK,15:20,24h 50m,28,,,,,,,S,SL 3A 2A,1136 km,45 km/hr,19804
19804,Katra - Kota Weekly ...,Exp,WCR,,,SVDK,21:55,KOTA,23:45,25h 50m,28,S,,,,,,,SL 3A 2A,1136 km,43 km/hr,19803
19805,Kota Udhampur Weekly...,Exp,WCR,,,KOTA,14:30,UHP,12:15,21h 45m,20,,,,W,,,,SL 3A 2A,1095 km,50 km/hr,19806
19806,Udhampur - Kota Week...,Exp,WCR,,,UHP,14:35,KOTA,11:15,20h 40m,19,,,,,T,,,SL 3A 2A,1095 km,53 km/hr,19805
19911,Mahesana Ahmedabad M...,Exp,WR,,,MSH,08:00,ADIJ,10:05,2h 5m,5,S,M,T,W,T,F,S,,69 km,33 km/hr,19912
19912,Ahmedabad-Mahesana (...,Exp,WR,,,ADIJ,18:25,MSH,20:40,2h 15m,5,S,M,T,W,T,F,S,,69 km,30 km/hr,19911
19915,Mahesana Ahmedabad M...,Exp,WR,,,MSH,18:25,ADIJ,20:30,2h 5m,3,S,M,T,W,T,F,S,,69 km,33 km/hr,19916
19916,Ahmedabad Mahesana M...,Exp,WR,,,ADIJ,08:10,MSH,10:00,1h 50m,3,S,M,T,W,T,F,S,,69 km,37 km/hr,19915
19943,Udaipur Ahmedabad Ex...,Exp,WR,,,UDZ,17:45,ADI,04:25,10h 40m,7,S,M,T,W,T,F,S,SL,310 km,29 km/hr,19944
19944,Ahmedabad Udaipur Ex...,Exp,WR,,,ADIJ,23:00,UDZ,09:20,10h 20m,7,S,M,T,W,T,F,S,SL,298 km,28 km/hr,19943
21028,Solapur-Gondia Mahar...,Exp,CR,,,SUR,18:20,G,20:15,25h 55m,40,S,M,T,W,T,F,S,SL,1132 km,43 km/hr,11040-Slip
21068,Saket Link Express,Exp,CR,,,RBL,16:15,LTT,21:30,29h 15m,19,S,,,,T,,,SL 3A,1497 km,51 km/hr,11067-Slip
21107,Bundelkhand Link Exp...,Exp,NCR,,,KURJ,23:40,BSB,10:50,11h 10m,19,S,,T,,,F,,SL 3A,451 km,40 km/hr,21108
21108,Bundelkhand Link Exp...,Exp,NCR,,,BSB,17:45,KURJ,05:15,11h 30m,25,,M,,W,,,S,SL 3A,451 km,39 km/hr,21107
21125,Indore - Bhind Expre...,Exp,NCR,,,INDB,20:05,BIX,10:35,14h 30m,15,,,T,,,F,S,SL 3A 2A,645 km,44 km/hr,21126
21126,Bhind - Indore Expre...,Exp,NCR,,,BIX,17:10,INDB,07:55,14h 45m,13,S,,,W,,,S,SL 3A 2A,645 km,43 km/hr,21125
22101,Mumbai CST - Manmad ...,SF,CR,,,CSTM,18:50,MMR,23:25,4h 35m,5,S,M,T,W,T,F,S,2S CC,258 km,56 km/hr,22102
22102,Manmad-Mumbai CST Ra...,SF,CR,,,MMR,05:25,CSTM,10:07,4h 42m,5,S,M,T,W,T,F,S,2S CC,258 km,54 km/hr,22101
22103,Mumbai LTT - Faizaba...,SF,CR,,,LTT,14:30,FD,17:50,27h 20m,13,,M,,,,,,SL 3A 2A 1A,1594 km,58 km/hr,22104
22104,Faizabad - Mumbai LT...,SF,CR,,,FD,23:55,LTT,05:00,29h 5m,14,,,T,,,,,SL 3A 2A 1A,1594 km,54 km/hr,22103
22105,Indrayani SF Express,SF,CR,,,CSTM,05:40,PUNE,09:08,3h 28m,6,S,M,T,W,T,F,S,2S CC,190 km,54 km/hr,22106
22106,Indrayani SF Express,SF,CR,,,PUNE,18:35,CSTM,22:00,3h 25m,5,S,M,T,W,T,F,S,2S CC,190 km,55 km/hr,22105
22107,Mumbai CST-Latur SF ...,SF,CR,,,CSTM,21:00,LUR,06:30,9h 30m,10,S,M,T,W,T,F,S,SL 3A 2A 1A,528 km,55 km/hr,22108
22108,Latur-Mumbai CST SF ...,SF,CR,,,LUR,22:30,CSTM,08:05,9h 35m,10,S,M,T,W,T,F,S,SL 3A 2A 1A,528 km,55 km/hr,22107
22109,Mumbai LTT - Hazrat ...,ACSF,CR,,,LTT,14:30,NZM,10:25,19h 55m,9,,,T,,,,,3A 2A 1A,1518 km,76 km/hr,22110
22110,Hazrat Nizamuddin - ...,ACSF,CR,,,NZM,15:45,LTT,11:45,20h 0m,7,,,,W,,,,3A 2A 1A,1518 km,75 km/hr,22109
22111,Bhusaval - Nagpur In...,SF,CR,,,BSL,05:35,NGP,16:10,10h 35m,17,S,,,W,,F,,2S CC,605 km,57 km/hr,22112
22112,Nagpur - Bhusaval In...,SF,CR,,,NGP,07:20,BSL,17:45,10h 25m,17,,M,,,T,,S,2S CC,605 km,58 km/hr,22111
22113,Mumbai LTT - Kochuve...,SF,CR,,,LTT,16:55,KCVL,20:25,27h 30m,24,,,T,,,,S,SL 3A 2A 1A,1504 km,54 km/hr,22114
22114,Kochuveli - Mumbai L...,SF,CR,,,KCVL,00:35,LTT,04:10,27h 35m,24,,M,,,T,,,SL 3A 2A 1A,1504 km,54 km/hr,22113
22115,Mumbai LTT - Karmali...,ACSF,CR,,,LTT,01:10,KRMI,11:00,9h 50m,6,,,,,T,,,3A 2A 1A,536 km,54 km/hr,22116
22116,Karmali - Mumbai LTT...,ACSF,CR,,,KRMI,14:00,LTT,23:55,9h 55m,6,,,,,T,,,3A 2A 1A,536 km,54 km/hr,22115
22117,Guntur – Kacheguda A...,DD,SCR,,,GNT,12:45,KCG,17:55,5h 10m,4,,,T,,,F,,CC,287 km,55 km/hr,22118
22118,Kacheguda – Guntur A...,DD,SCR,,,KCG,05:30,GNT,10:40,5h 10m,4,,,T,,,F,,CC,287 km,55 km/hr,22117
22119,Tirupati - Kacheguda...,DD,SCR,,,TPTY,05:45,KCG,17:15,11h 30m,10,S,,,,T,,,CC,636 km,55 km/hr,22120
22120,Kacheguda – Tirupati...,DD,SCR,,,KCG,06:45,TPTY,18:15,11h 30m,10,,,,W,,,S,CC,636 km,55 km/hr,22119
22131,Gyan Ganga Express,SF,CR,,,PUNE,16:15,MUV,19:20,27h 5m,17,,M,,,,,,SL 3A 2A,1537 km,56 km/hr,22132
22132,Gyan Ganga Express (...,SF,CR,,,MUV,04:15,PUNE,08:05,27h 50m,17,,,,W,,,,SL 3A 2A,1537 km,55 km/hr,22131
22133,Solapur - Yesvantpur...,SF,CR,,,SUR,19:20,YPR,07:10,11h 50m,12,S,M,T,W,T,F,S,SL 3A 2A 1A,655 km,55 km/hr,22134
22134,Yesvantpur - Solapur...,SF,CR,,,YPR,20:50,SUR,08:40,11h 50m,11,S,M,T,W,T,F,S,SL 3A 2A 1A,655 km,55 km/hr,22133
22145,Pandharpur-Miraj SF ...,SF,CR,,,PVR,21:16,MRJ,23:45,2h 29m,7,S,M,T,W,T,F,S,,137 km,55 km/hr,22146
22146,Miraj- Pandharpur SF...,SF,CR,,,MRJ,18:25,PVR,20:54,2h 29m,7,S,M,T,W,T,F,S,,137 km,55 km/hr,22145
22149,Poorna SF Express (V...,SF,CR,,,ERS,05:15,PUNE,05:50,24h 35m,17,,,T,,,F,,SL 3A 2A,1365 km,55 km/hr,22150
22150,Poorna SF Express (V...,SF,CR,,,PUNE,18:45,ERS,18:50,24h 5m,16,S,,,W,,,,SL 3A 2A,1365 km,56 km/hr,22149
22161,Bhopal-Damoh Rajya R...,SF,WCR,,,BPL,17:55,DMO,22:45,4h 50m,9,S,M,T,W,T,F,S,2S CC,290 km,60 km/hr,22162
22162,Damoh Bhopal Rajya R...,SF,WCR,,,DMO,05:00,BPL,10:05,5h 5m,9,S,M,T,W,T,F,S,2S CC,290 km,57 km/hr,22161
22181,Jabalpur - Hazrat Ni...,SF,WCR,,,JBP,15:00,NZM,05:15,14h 15m,13,S,M,T,W,T,F,S,SL 3A 2A 1A,906 km,63 km/hr,22182
22182,Hazarat Nizamuddin-J...,SF,WCR,,,NZM,17:50,JBP,08:20,14h 30m,13,S,M,T,W,T,F,S,SL 3A 2A 1A,906 km,62 km/hr,22181
22183,Bhopal Habibganj-Ind...,DD,WCR,,,HBJ,06:00,INDB,09:35,3h 35m,6,S,M,T,W,T,F,S,CC,224 km,62 km/hr,22184
22184,Indore-Bhopal Habibg...,DD,WCR,,,INDB,19:20,HBJ,23:20,4h 0m,6,S,M,T,W,T,F,S,CC,224 km,55 km/hr,22183
22185,Bhopal - Indore AC D...,DD,WCR,,,BPL,14:35,INDB,18:50,4h 15m,5,S,M,T,W,T,F,S,CC,265 km,62 km/hr,22186
22186,Indore - Bhopal AC D...,DD,WCR,,,INDB,10:00,BPL,14:05,4h 5m,5,S,M,T,W,T,F,S,CC,265 km,64 km/hr,22185
22187,Bhopal Habibganj - J...,SF,WCR,,,HBJ,05:30,JBP,10:50,5h 20m,8,S,M,T,W,T,F,S,2S CC,330 km,61 km/hr,22188
22188,Jabalpur - Bhopal Ha...,SF,WCR,,,JBP,16:10,HBJ,22:15,6h 5m,8,S,M,T,W,T,F,S,2S CC,330 km,54 km/hr,22187
22201,Sealdah-Puri Duronto...,Drnt,ER,,,SDAH,20:00,PURI,04:00,8h 0m,1,,M,,W,,F,,SL 3A 2A 1A,518 km,64 km/hr,22202
22202,Puri-Sealdah Duronto...,Drnt,ER,,,PURI,19:45,SDAH,04:00,8h 15m,0,,,T,,T,,S,SL 3A 2A 1A,519 km,62 km/hr,22201
22203,Visakhapatnam-Secund...,Drnt,SCR,,,VSKP,19:45,SC,06:10,10h 25m,1,S,,T,,T,,,3A 2A 1A,699 km,67 km/hr,22204
22204,Secunderabad - Visak...,Drnt,SCR,,,SC,20:15,VSKP,06:35,10h 20m,1,,M,,W,,,S,3A 2A 1A,699 km,67 km/hr,22203
22205,Chennai Central-Madu...,Drnt,SR,,,MAS,22:30,MDU,07:10,8h 40m,1,,M,,W,,,,3A 2A 1A,556 km,64 km/hr,22206
22206,Madurai-Chennai Cent...,Drnt,SR,,,MDU,22:45,MAS,07:15,8h 30m,1,,,T,,T,,,3A 2A 1A,556 km,65 km/hr,22205
22207,Chennai - Trivandrum...,Raj,SR,,,MAS,16:30,TVC,05:45,13h 15m,5,,,T,,,F,,3A 2A 1A,894 km,67 km/hr,22208
22208,Trivandrum - Chennai...,Raj,SR,,,TVC,21:30,MAS,10:35,13h 5m,5,,,,W,,,S,3A 2A 1A,892 km,68 km/hr,22207
22209,Mumbai Central - New...,Drnt,WR,,,BCT,23:15,NDLS,16:30,17h 15m,3,,M,,,,F,,3A 2A 1A,1386 km,80 km/hr,22210
22210,New Delhi-Mumbai AC ...,Drnt,WR,,,NDLS,23:25,BCT,16:15,16h 50m,3,,,T,,,,S,3A 2A 1A,1386 km,82 km/hr,22209
22213,Shalimar - Patna Dur...,Drnt,SER,,,SHM,22:05,PNBE,06:40,8h 35m,1,,M,,W,,F,,SL 3A 2A 1A,536 km,62 km/hr,22214
22214,Patna - Shalimar Dur...,Drnt,SER,,,PNBE,20:40,SHM,05:40,9h 0m,1,,,T,,T,,S,SL 3A 2A 1A,536 km,59 km/hr,22213
22308,Bikaner-Howrah Link ...,SF,ER,,,BKN,18:45,HWH,04:00,33h 15m,27,S,M,T,W,T,F,S,SL 3A,1885 km,56 km/hr,12307-Slip
22309,Howrah - New Jalpaig...,ACSF,ER,,,HWH,23:05,NJP,09:00,9h 55m,6,,,T,,,,,CC 3A,566 km,57 km/hr,22310
22310,New Jalpaiguri - How...,ACSF,ER,,,NJP,12:35,HWH,22:50,10h 15m,6,,,,W,,,,CC 3A,566 km,55 km/hr,22309
22351,Danapur Patliputra -...,SF,ECR,,,DNR,20:37,YPR,20:55,48h 18m,25,,,,,,F,,SL 3A 2A,2703 km,55 km/hr,22352
22352,Yesvantpur - Danapur...,SF,ECR,,,YPR,09:55,DNR,09:38,47h 43m,25,,M,,,,,,SL 3A 2A,2703 km,56 km/hr,22351
22355,Patna - Mumbai CST S...,Prm,ECR,,,PNBE,13:00,CSTM,16:05,27h 5m,4,S,,,W,,,,SL 3A 2A,1708 km,63 km/hr,22356
22356,Mumbai CST - Patna S...,Prm,ECR,,,CSTM,11:05,PNBE,15:35,28h 30m,4,,,T,,,F,,SL 3A 2A,1708 km,59 km/hr,22355
22387,Black Diamond Expres...,SF,ECR,,,HWH,06:15,DHN,11:10,4h 55m,14,S,M,T,W,T,F,S,2S CC,271 km,55 km/hr,22388
22388,Black Diamond Expres...,SF,ECR,,,DHN,16:25,HWH,21:20,4h 55m,14,S,M,T,W,T,F,S,2S CC,271 km,55 km/hr,22387
22401,Delhi Sarai Rohilla ...,ACSF,NR,,,DEE,22:15,UHP,08:50,10h 35m,6,,M,,W,,,S,3A 2A 1A,629 km,59 km/hr,22402
22402,Udhampur - Delhi Sar...,ACSF,NR,,,UHP,18:00,DEE,04:20,10h 20m,6,S,,T,,T,,,3A 2A 1A,629 km,60 km/hr,22401
22403,Puducherry - New Del...,SF,NR,,,PDY,09:05,NDLS,03:20,42h 15m,11,,,,W,,,,SL 3A 2A,2383 km,56 km/hr,22404
22404,New Delhi - Puducher...,SF,NR,,,NDLS,23:45,PDY,18:45,43h 0m,12,S,,,,,,,SL 3A 2A,2383 km,55 km/hr,22403
22405,Bhagalpur - Anand Vi...,GR,NR,,,BGP,13:30,ANVT,08:20,18h 50m,19,,,T,,T,,S,CC 3A,1209 km,64 km/hr,22406
22406,Anand Vihar - Bhagal...,GR,NR,,,ANVT,16:55,BGP,10:50,17h 55m,18,,M,,W,,F,,CC 3A,1209 km,67 km/hr,22405
22407,Varanasi - Anand Vih...,GR,NR,,,BSB,19:30,ANVT,10:10,14h 40m,7,S,,T,,T,,,3A,780 km,53 km/hr,22408
22408,Anand Vihar Terminal...,GR,NR,,,ANVT,18:15,BSB,08:05,13h 50m,7,,M,,W,,F,,3A,780 km,56 km/hr,22407
22409,Gaya - Anand Vihar G...,GR,NR,,,GAYA,19:30,ANVT,11:50,16h 20m,8,S,,,,,,,3A,980 km,59 km/hr,22410
22410,Anand Vihar - Gaya G...,GR,NR,,,ANVT,19:10,GAYA,09:50,14h 40m,8,,,,,,,S,3A,980 km,66 km/hr,22409
22411,Naharlagun - New Del...,ACSF,NR,,,NHLN,21:10,NDLS,11:40,38h 30m,14,,,T,,,,,3A 2A 1A,2118 km,55 km/hr,22412
22412,New Delhi - Naharlag...,ACSF,NR,,,NDLS,15:50,NHLN,06:25,38h 35m,14,S,,,,,,,3A 2A 1A,2118 km,54 km/hr,22411
22415,Andhra Pradesh AC SF...,ACSF,NR,,,VSKP,07:50,NDLS,19:05,35h 15m,19,S,,,W,,F,,3A 2A 1A,2101 km,59 km/hr,22416
22416,Andhra Pradesh AC SF...,ACSF,NR,,,NDLS,06:40,VSKP,18:45,36h 5m,19,,M,,W,,F,,3A 2A 1A,2101 km,58 km/hr,22415
22441,Allahabad - Kanpur I...,SF,NCR,,,ALD,18:30,CNB,21:40,3h 10m,7,S,M,T,W,T,F,S,,194 km,61 km/hr,22442
22442,Kanpur-Allahabad Int...,SF,NCR,,,CNB,06:30,ALD,09:40,3h 10m,7,S,M,T,W,T,F,S,,194 km,61 km/hr,22441
22443,Kanpur Central - Mum...,SF,NCR,,,CNB,18:20,BDTS,23:05,28h 45m,20,,,,W,,,,SL 3A,1585 km,55 km/hr,22444
22444,Mumbai Bandra T - Ka...,SF,NCR,,,BDTS,05:10,CNB,08:35,27h 25m,20,,,,,,F,,SL 3A,1585 km,57 km/hr,22443
22447,Uttar Pradesh Sampar...,SKr,NR,,,KURJ,18:20,NZM,05:25,11h 5m,7,S,M,T,W,T,F,S,SL 3A 2A,604 km,54 km/hr,12448-Slip
22448,Uttar Pradesh Sampar...,SKr,NR,,,NZM,20:10,KURJ,06:35,10h 25m,7,S,M,T,W,T,F,S,SL 3A 2A,604 km,58 km/hr,22447
22451,Mumbai Bandra T - Ch...,SF,NR,,,BDTS,12:05,CDG,16:20,28h 15m,22,,M,,,T,,,SL 3A 2A,1590 km,56 km/hr,22452
22452,Chandigarh - Mumbai ...,SF,NR,,,CDG,05:40,BDTS,09:20,27h 40m,22,S,,,W,,,,SL 3A 2A,1590 km,57 km/hr,22451
22453,Lucknow Jn - Meerut...,SF,NCR,,,LJN,14:40,MTC,22:30,7h 50m,8,S,M,T,W,T,F,S,2S CC,459 km,58 km/hr,22454
22454,Meerut City - Luckno...,SF,NCR,,,MTC,04:55,LJN,13:10,8h 15m,8,S,M,T,W,T,F,S,2S CC,459 km,55 km/hr,22453
22455,Sai Nagar Shirdi - K...,SF,NR,,,SNSI,10:00,KLK,12:30,26h 30m,13,,,T,,,,S,SL 3A 2A,1637 km,61 km/hr,22456
22456,Kalka - Sai Nagar Sh...,SF,NR,,,KLK,19:00,SNSI,22:15,27h 15m,13,S,,,,T,,,SL 3A 2A,1637 km,60 km/hr,22455
22457,Hazur Sahib Nanded -...,SF,NR,,,NED,11:00,UHL,20:50,33h 50m,24,,,,,,,S,SL 3A 2A,1857 km,54 km/hr,22458
22458,Una Himachal - Hazur...,SF,NR,,,UHL,15:30,NED,23:45,32h 15m,24,,,,,T,,,SL 3A 2A,1857 km,57 km/hr,22457
22461,Shri Shakti AC Expre...,ACSF,NR,,,NDLS,17:30,SVDK,05:10,11h 40m,6,S,M,T,W,T,F,S,3A 2A 1A,654 km,56 km/hr,22462
22462,Shri Shakti AC Expre...,ACSF,NR,,,SVDK,22:55,NDLS,10:45,11h 50m,6,S,M,T,W,T,F,S,3A 2A 1A,654 km,55 km/hr,22461
22463,Rajasthan Sampark Kr...,SKr,NWR,,,DEE,22:25,BKN,10:45,12h 20m,8,S,,,W,,F,,,684 km,55 km/hr,22464
22464,Rajasthan Sampark Kr...,SKr,NWR,,,BKN,17:15,DEE,05:35,12h 20m,8,,,T,,T,,S,SL 3A 2A,684 km,55 km/hr,12463-Slip
22471,Bikaner - Delhi Sara...,SF,NWR,,,BKN,09:15,DEE,17:25,8h 10m,12,S,M,T,W,T,F,S,2S SL 3A 2A,457 km,55 km/hr,22472
22472,Delhi Sarai Rohilla ...,SF,NWR,,,DEE,08:40,BKN,16:35,7h 55m,12,S,M,T,W,T,F,S,SL 3A 2A,457 km,57 km/hr,22471
22473,Bikaner - Mumbai Ban...,SF,NWR,,,BKN,14:50,BDTS,12:45,21h 55m,21,,M,,,,,,SL 3A 2A,1218 km,55 km/hr,22474
22474,Mumbai Bandra (T.) -...,SF,NWR,,,BDTS,14:35,BKN,12:35,22h 0m,21,,,T,,,,,SL 3A 2A,1218 km,55 km/hr,22473
22475,Bikaner - Coimbatore...,ACSF,NWR,,,BKN,06:20,CBE,02:50,44h 30m,32,,,,,T,,,3A 2A 1A,2483 km,55 km/hr,22476
22476,Coimbatore - Bikaner...,ACSF,NWR,,,CBE,15:20,BKN,12:25,45h 5m,32,,,,,,,S,3A 2A 1A,2483 km,55 km/hr,22475
22477,Jodhpur - Jaipur Int...,SF,NWR,,,JU,18:05,JP,22:50,4h 45m,8,S,M,T,W,T,F,S,2S CC 3A,310 km,65 km/hr,22478
22478,Jaipur - Jodhpur SF ...,SF,NWR,,,JP,06:00,JU,10:40,4h 40m,8,S,M,T,W,T,F,S,2S CC 3A,310 km,66 km/hr,22477
